ClassID	ClassName	Condition1	Condition2	Condition3	Condition4	Condition5	Condition6	Condition7	Condition8	Location1	Location2	Location3	Location4	Location5	Location6	Location7	Location8	Map1	Map2	Map3	Map4	Map5	Map6	Map7	Map8	Npc1	Npc2	Npc3	Npc4	Npc5	Npc6	Npc7	Npc8	QuestLv1	QuestLv2	QuestLv3	QuestLv4	QuestLv5	QuestLv6	QuestLv7	QuestLv8	Reward1	Reward2	Reward3	Reward4	Reward5	Reward6	Reward7	Reward8	Scenario	StartMap	StartNpc	Title	TotalStage	Type	WarLocation1	WarLocation2	WarLocation3	WarLocation4	WarLocation5	WarLocation6	WarLocation7	WarLocation8
56	Quest_00056	<$>94674</>	None	None	None	None	None	None	None	<$>94593</>	None	None	None	None	None	None	None	mission_room_kano	None	None	None	None	None	None	None	C1_BST_KANO	None	None	None	None	None	None	None	120	1	1	1	1	1	1	1	<$>27187</>	None	None	None	None	None	None	None	<$>94673</>	None	None	<$>94677</>	1	Scout	bst_basic 3834 -9055 597	None	None	None	None	None	None	None
57	Quest_00057	<$>94666</>	None	None	None	None	None	None	None	<$>94593</>	None	None	None	None	None	None	None	mission_room_kano	None	None	None	None	None	None	None	C1_BST_KANO	None	None	None	None	None	None	None	120	1	1	1	1	1	1	1	<$>27187</>	None	None	None	None	None	None	None	<$>94679</>	None	None	<$>94678</>	1	Scout	bst_basic 3834 -9055 597	None	None	None	None	None	None	None
58	Quest_00058	<$>103742</>	<$>94682</>	None	None	None	None	None	None	<$>94593</>	<$>81060</>	None	None	None	None	None	None	mission_room_kano	bst_basic	None	None	None	None	None	None	C1_BST_JD	C1_BST_ORK	None	None	None	None	None	None	120	120	1	1	1	1	1	1	<$>27187</>	<$>27187</>	None	None	None	None	None	None	<$>103744</>	None	None	<$>94680</>	2	Scout	bst_basic 3834 -9055 597	None	None	None	None	None	None	None
59	Quest_00059	None	<$>94682</>	None	None	None	None	None	None	<$>6029</>	<$>81060</>	None	None	None	None	None	None	None	bst_basic	None	None	None	None	None	None	None	C1_BST_ORK	None	None	None	None	None	None	120	120	1	1	1	1	1	1	<$>27187</>	<$>94386</>	None	None	None	None	None	None	<$>94684</>	None	None	<$>94683</>	2	Scout	dun_tor04 - -	None	None	None	None	None	None	None
60	Quest_00060	<$>94666</>	None	None	None	None	None	None	None	<$>94593</>	None	None	None	None	None	None	None	mission_room_kano	None	None	None	None	None	None	None	C1_BST_KANO	None	None	None	None	None	None	None	120	1	1	1	1	1	1	1	<$>88471</>	None	None	None	None	None	None	None	<$>94686</>	None	None	<$>94685</>	1	Scout	bst_basic 3834 -9055 597	None	None	None	None	None	None	None
61	Quest_00061	None	None	None	None	None	None	None	None	<$>81060</>	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	120	120	1	1	1	1	1	1	<$>27187</>	None	None	None	None	None	None	None	<$>94688</>	None	None	<$>172940</>	3	Mission	dun_tor04 - -	None	None	None	None	None	None	None
70	Quest_00070	<$>103745</>	<$>102073</>	None	None	None	None	None	None	<$>102048</>	<$>102048</>	None	None	None	None	None	None	mission_jdsub	mission_jdsub	None	None	None	None	None	None	jd_nowep	heyran_nowep	None	None	None	None	None	None	120	120	1	1	1	1	1	1	<$>13438</>	<$>13438</>	None	None	None	None	None	None	<$>102071</>	mission_jdsub	jd_nowep	<$>101821</>	2	Choice	mission_jdsub - - bst_basic 22571 3989 2407	mission_jdsub - - bst_basic 22571 3989 2407	None	None	None	None	None	None
71	Quest_00071	<$>103746</>	None	None	None	None	None	None	None	<$>102048</>	None	None	None	None	None	None	None	mission_jdsub	None	None	None	None	None	None	None	jd_nowep	None	None	None	None	None	None	None	120	1	1	1	1	1	1	1	<$>13438</>	None	None	None	None	None	None	None	<$>102075</>	mission_jdsub	jd_nowep	<$>112960</>	1	Choice	mission_jdsub - - bst_basic 22571 3989 2407	None	None	None	None	None	None	None
72	Quest_00072	<$>102078</>	None	None	None	None	None	None	None	<$>102048</>	None	None	None	None	None	None	None	mission_jdsub	None	None	None	None	None	None	None	heyran_nowep	None	None	None	None	None	None	None	120	1	1	1	1	1	1	1	<$>8782</>	None	None	None	None	None	None	None	<$>102077</>	mission_jdsub	heyran_nowep	<$>112961</>	1	Choice	mission_jdsub - - bst_basic 22571 3989 2407	None	None	None	None	None	None	None
81	Quest_00081	<$>125356</>	None	None	None	None	None	None	None	<$>3976</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	chr_andre	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125355</>	reb_basic	chr_andre	<$>132163</>	1	Scout	None	None	None	None	None	None	None	None
82	Quest_00082	<$>55771</>	None	None	None	None	None	None	None	<$>3976</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	C1_REB_CLAUDE	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125358</>	reb_basic	C1_REB_CLAUDE	<$>132164</>	1	Scout	None	None	None	None	None	None	None	None
83	Quest_00083	<$>125361</>	None	None	None	None	None	None	None	<$>3976</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	chr_yeganeh	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125360</>	reb_basic	chr_yeganeh	<$>132165</>	1	Scout	None	None	None	None	None	None	None	None
84	Quest_00084	<$>125364</>	None	None	None	None	None	None	None	<$>3976</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	C1_REB_IDGE	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125363</>	reb_basic	C1_REB_IDGE	<$>132166</>	1	Scout	None	None	None	None	None	None	None	None
85	Quest_00085	<$>125367</>	None	None	None	None	None	None	None	<$>3976</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	C1_REB_SHARIF	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125366</>	reb_basic	C1_REB_SHARIF	<$>132167</>	1	Scout	None	None	None	None	None	None	None	None
86	Quest_00086	<$>125370</>	None	None	None	None	None	None	None	<$>3976</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	chr_panfilo	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125369</>	reb_basic	chr_panfilo	<$>132168</>	1	Scout	None	None	None	None	None	None	None	None
87	Quest_00087	<$>125373</>	None	None	None	None	None	None	None	<$>3976</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	chr_service	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125372</>	reb_basic	chr_service	<$>132169</>	1	Scout	None	None	None	None	None	None	None	None
88	Quest_00088	<$>125376</>	None	None	None	None	None	None	None	<$>3976</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	chr_brunie	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125375</>	reb_basic	chr_brunie	<$>132170</>	1	Scout	None	None	None	None	None	None	None	None
89	Quest_00089	<$>125378</>	None	None	None	None	None	None	None	<$>1293</>	None	None	None	None	None	None	None	coim_basic	None	None	None	None	None	None	None	C1_COIM_GRACE	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125377</>	coim_basic	C1_COIM_GRACE	<$>132171</>	1	Scout	None	None	None	None	None	None	None	None
90	Quest_00090	<$>125381</>	None	None	None	None	None	None	None	<$>1293</>	None	None	None	None	None	None	None	coim_basic	None	None	None	None	None	None	None	C1_COIM_MMBOMA	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125380</>	coim_basic	C1_COIM_MMBOMA	<$>132172</>	1	Scout	None	None	None	None	None	None	None	None
91	Quest_00091	<$>56134</>	None	None	None	None	None	None	None	<$>1293</>	None	None	None	None	None	None	None	coim_basic	None	None	None	None	None	None	None	COIM_ITEM1	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125383</>	coim_basic	COIM_ITEM1	<$>132173</>	1	Scout	None	None	None	None	None	None	None	None
92	Quest_00092	<$>125386</>	None	None	None	None	None	None	None	<$>1293</>	None	None	None	None	None	None	None	coim_basic	None	None	None	None	None	None	None	C1_COIM_CARLOS	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125385</>	coim_basic	C1_COIM_CARLOS	<$>132174</>	1	Choice	None	None	None	None	None	None	None	None
93	Quest_00093	<$>125389</>	None	None	None	None	None	None	None	<$>1293</>	None	None	None	None	None	None	None	coim_basic	None	None	None	None	None	None	None	C1_COIM_CORTAZAR	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125388</>	coim_basic	C1_COIM_CORTAZAR	<$>132175</>	1	Scout	None	None	None	None	None	None	None	None
94	Quest_00094	<$>83354</>	None	None	None	None	None	None	None	<$>1293</>	None	None	None	None	None	None	None	coim_basic	None	None	None	None	None	None	None	C1_COIM_LISA	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125391</>	coim_basic	C1_COIM_LISA	<$>132176</>	1	Scout	None	None	None	None	None	None	None	None
95	Quest_00095	<$>125394</>	None	None	None	None	None	None	None	<$>1293</>	None	None	None	None	None	None	None	coim_basic	None	None	None	None	None	None	None	COIM_WEP	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125393</>	coim_basic	COIM_WEP	<$>132177</>	1	Scout	None	None	None	None	None	None	None	None
96	Quest_00096	<$>89333</>	None	None	None	None	None	None	None	<$>1293</>	None	None	None	None	None	None	None	coim_basic	None	None	None	None	None	None	None	C1_COIM_ALEJANDRO	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125396</>	coim_basic	C1_COIM_ALEJANDRO	<$>132178</>	1	Scout	None	None	None	None	None	None	None	None
97	Quest_00097	<$>125399</>	None	None	None	None	None	None	None	<$>1293</>	None	None	None	None	None	None	None	coim_basic	None	None	None	None	None	None	None	COIM_MAN1	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125398</>	coim_basic	COIM_MAN1	<$>132179</>	1	Scout	None	None	None	None	None	None	None	None
98	Quest_00098	<$>56149</>	None	None	None	None	None	None	None	<$>3977</>	None	None	None	None	None	None	None	auch_basic	None	None	None	None	None	None	None	C1_COIM_GURTRUDE	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125401</>	coim_basic	C1_COIM_GURTRUDE	<$>132180</>	1	Scout	None	None	None	None	None	None	None	None
99	Quest_00099	<$>54686</>	None	None	None	None	None	None	None	<$>47384</>	None	None	None	None	None	None	None	ust_basic	None	None	None	None	None	None	None	C1_UST_GRANDMA	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125402</>	ust_basic	C1_UST_GRANDMA	<$>132181</>	1	Scout	None	None	None	None	None	None	None	None
100	Quest_00100	<$>54704</>	None	None	None	None	None	None	None	<$>47384</>	None	None	None	None	None	None	None	ust_basic	None	None	None	None	None	None	None	C1_UST_ROMINA	None	None	None	None	None	None	None	1	0	1	0	0	1	1	1	<$>27187</>	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	<$>125404</>	ust_basic	C1_UST_ROMINA	<$>132182</>	1	Scout	None	None	None	None	None	None	None	None
101	Quest_00101	<$>99780</>	None	None	None	None	None	None	None	<$>3976</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	SHOP_PROMOTION	None	None	None	None	None	None	None	60	0	1	1	1	1	1	1	<$>13438</>	None	None	None	None	None	None	None	<$>53512</>	reb_basic	SHOP_PROMOTION	<$>9163</>	1	Choice	None	None	None	None	None	None	None	None
102	Quest_00102	<$>105787</>	None	None	None	None	None	None	None	<$>3976</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	SHOP_PROMOTION	None	None	None	None	None	None	None	60	0	1	1	1	1	1	1	<$>93734</>	None	None	None	None	None	None	None	<$>105786</>	reb_basic	SHOP_PROMOTION	<$>53514</>	1	Choice	None	None	None	None	None	None	None	None
103	Quest_00103	<$>105789</>	None	None	None	None	None	None	None	<$>3976</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	SHOP_PROMOTION	None	None	None	None	None	None	None	105	0	1	1	1	1	1	1	<$>105035</>	None	None	None	None	None	None	None	<$>105788</>	reb_basic	SHOP_PROMOTION	<$>53518</>	1	Choice	None	None	None	None	None	None	None	None
104	Quest_00104	<$>105791</>	None	None	None	None	None	None	None	<$>3976</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	SHOP_PROMOTION	None	None	None	None	None	None	None	115	0	1	1	1	1	1	1	<$>105036</>	None	None	None	None	None	None	None	<$>105790</>	reb_basic	SHOP_PROMOTION	<$>53522</>	1	Choice	None	None	None	None	None	None	None	None
501	Quest_00501	<$>125406</>	<$>53530</>	None	None	None	None	None	None	<$>10814</>	<$>53529</>	None	None	None	None	None	None	reb_basic	reb_basic	None	None	None	None	None	None	chr_service	chr_service	None	None	None	None	None	None	1	1	1	1	1	1	1	1	<$>8782</>	<$>53516</>	None	None	None	None	None	None	<$>125405</>	reb_basic	chr_service	<$>53526</>	2	Msg Choice	None	None	None	None	None	None	None	None
502	Quest_00502	<$>53534</>	<$>53530</>	None	None	None	None	None	None	<$>53533</>	<$>53529</>	None	None	None	None	None	None	reb_basic	reb_basic	None	None	None	None	None	None	chr_service	chr_service	None	None	None	None	None	None	20	20	1	1	1	1	1	1	<$>8782</>	<$>8782</>	None	None	None	None	None	None	<$>53532</>	reb_basic	chr_service	<$>53531</>	2	Msg Choice	dun_alq03 44697 13940	None	None	None	None	None	None	None
503	Quest_00503	<$>53537</>	<$>53538</>	None	None	None	None	None	None	<$>53536</>	<$>3976</>	None	None	None	None	None	None	reb_basic	reb_basic	None	None	None	None	None	None	chr_service	chr_service	None	None	None	None	None	None	100	100	1	1	1	1	1	1	<$>8782</>	<$>8782</>	None	None	None	None	None	None	<$>53535</>	reb_basic	chr_service	<$>48297</>	2	Choice	None	None	None	None	None	None	None	None
504	Quest_00504	<$>181872</>	<$>53541</>	<$>181872</>	None	None	None	None	None	<$>10814</>	<$>47485</>	<$>10814</>	None	None	None	None	None	reb_basic	reb_basic	reb_basic	None	None	None	None	None	chr_service	chr_service	chr_service	None	None	None	None	None	100	100	100	1	1	1	1	1	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	None	<$>53539</>	reb_basic	chr_service	<$>13881</>	3	Choice	None	None	None	None	None	None	None	None
1001	Quest_01001	<$>53543</>	<$>53544</>	None	None	None	None	None	None	<$>47355</>	<$>47355</>	None	None	None	None	None	None	btl_reb01	btl_reb01	None	None	None	None	None	None	C1_REB_JACK	C1_REB_JACK	None	None	None	None	None	None	6	6	1	1	1	1	1	1	<$>53516</>	<$>53516</>	None	None	None	None	None	None	<$>125407</>	btl_reb01	C1_REB_JACK	<$>13997</>	2	Scout	None	None	None	None	None	None	None	None
1002	Quest_01002	None	None	None	None	None	None	None	None	<$>53547</>	None	None	None	None	None	None	None	btl_reb01	None	None	None	None	None	None	None	C1_REB_JACK	None	None	None	None	None	None	None	8	0	1	1	1	1	1	1	<$>53548</>	None	None	None	None	None	None	None	<$>125408</>	btl_reb01	C1_REB_JACK	<$>53545</>	1	Scout	btl_reb04 - -	None	None	None	None	None	None	None
1003	Quest_01003	<$>53544</>	None	None	None	None	None	None	None	<$>47355</>	<$>47355</>	None	None	None	None	None	None	btl_reb01	btl_reb01	None	None	None	None	None	None	C1_REB_JACK	C1_REB_JACK	None	None	None	None	None	None	100	100	1	1	1	1	1	1	<$>27187</>	<$>27187</>	None	None	None	None	None	None	<$>53550</>	btl_reb01	C1_REB_JACK	<$>53549</>	2	Choice	None	None	None	None	None	None	None	None
1004	Quest_01004	<$>53544</>	None	None	None	None	None	None	None	<$>47355</>	None	None	None	None	None	None	None	btl_reb01	None	None	None	None	None	None	None	C1_REB_JACK	None	None	None	None	None	None	None	100	0	1	1	1	1	1	1	<$>27187</>	None	None	None	None	None	None	None	<$>53552</>	btl_reb01	C1_REB_JACK	<$>53551</>	1	Msg	None	None	None	None	None	None	None	None
1005	Quest_01005	<$>53555</>	None	None	None	None	None	None	None	<$>47355</>	None	None	None	None	None	None	None	btl_reb01	None	None	None	None	None	None	None	C1_REB_JACK	None	None	None	None	None	None	None	100	0	1	1	1	1	1	1	<$>27187</>	None	None	None	None	None	None	None	<$>53554</>	btl_reb01	C1_REB_JACK	<$>53553</>	1	Msg	None	None	None	None	None	None	None	None
1006	Quest_01006	None	None	None	None	None	None	None	None	<$>47355</>	None	None	None	None	None	None	None	btl_reb01	None	None	None	None	None	None	None	C1_REB_JACK	None	None	None	None	None	None	None	105	0	1	1	1	1	1	1	<$>27187</>	None	None	None	None	None	None	None	<$>93737</>	btl_reb01	C1_REB_JACK	<$>53556</>	1	Msg	dun_tbk01 - -	None	None	None	None	None	None	None
1007	Quest_01007	None	None	None	None	None	None	None	None	<$>47355</>	None	None	None	None	None	None	None	btl_reb01	None	None	None	None	None	None	None	C1_REB_JACK	None	None	None	None	None	None	None	105	0	1	1	1	1	1	1	<$>27187</>	None	None	None	None	None	None	None	<$>163281</>	btl_reb01	C1_REB_JACK	<$>53558</>	1	Msg	dun_tbk01 - -	None	None	None	None	None	None	None
1008	Quest_01008	<$>91279</>	None	None	None	None	None	None	None	<$>81060</>	None	None	None	None	None	None	None	bst_basic	None	None	None	None	None	None	None	tr_bst_jack01	None	None	None	None	None	None	None	110	0	1	1	1	1	1	1	<$>27187</>	None	None	None	None	None	None	None	<$>91278</>	btl_reb01	C1_REB_JACK	<$>91277</>	1	Choice	bst_basic -8204 -18399 574	None	None	None	None	None	None	None
1009	Quest_01009	<$>55763</>	<$>55763</>	None	None	None	None	None	None	<$>47355</>	<$>47355</>	None	None	None	None	None	None	btl_reb01	btl_reb01	None	None	None	None	None	None	C1_REB_JACK	C1_REB_JACK	None	None	None	None	None	None	110	110	1	1	1	1	1	1	<$>27187</>	<$>27187</>	None	None	None	None	None	None	<$>91281</>	btl_reb01	C1_REB_JACK	<$>91280</>	2	Choice	None	None	None	None	None	None	None	None
1010	Quest_01010	<$>91284</>	None	None	None	None	None	None	None	<$>47355</>	None	None	None	None	None	None	None	btl_reb01	None	None	None	None	None	None	None	C1_REB_JACK	None	None	None	None	None	None	None	110	0	1	1	1	1	1	1	<$>27187</>	None	None	None	None	None	None	None	<$>91283</>	btl_reb01	C1_REB_JACK	<$>91282</>	1	Choice	None	None	None	None	None	None	None	None
1011	Quest_01011	<$>91287</>	None	<$>55763</>	None	None	None	None	None	<$>3976</>	<$>47350</>	<$>89243</>	None	None	None	None	None	reb_basic	fld_coim	btl_reb01	None	None	None	None	None	tr_reb_jack01	MISSION_TEAMRAID	C1_REB_JACK	None	None	None	None	None	110	110	110	1	1	1	1	1	<$>27187</>	<$>27187</>	<$>27187</>	None	None	None	None	None	<$>91286</>	btl_reb01	C1_REB_JACK	<$>91285</>	3	Choice	reb_basic 4218 602	None	None	None	None	None	None	None
1012	Quest_01012	<$>91292</>	<$>91293</>	None	None	None	None	None	None	<$>47429</>	<$>91290</>	None	None	None	None	None	None	btl_reb01	btl_reb01	None	None	None	None	None	None	C1_REB_JACK	C1_REB_JACK	None	None	None	None	None	None	110	110	1	1	1	1	1	1	<$>91291</>	<$>27187</>	None	None	None	None	None	None	<$>91289</>	btl_reb01	C1_REB_JACK	<$>91288</>	2	Choice	dun_tor02 - -	dun_tor01 - - dun_tor02 - -	None	None	None	None	None	None
1013	Quest_01013	<$>91296</>	<$>91297</>	None	None	None	None	None	None	<$>81060</>	<$>81060</>	None	None	None	None	None	None	None	bst_basic	None	None	None	None	None	None	None	tr_bst_jack02	None	None	None	None	None	None	110	110	1	1	1	1	1	1	<$>27187</>	<$>27187</>	None	None	None	None	None	None	<$>91295</>	btl_reb01	C1_REB_JACK	<$>91294</>	2	Choice	None	bst_basic 13717 -17590 546	None	None	None	None	None	None
1014	Quest_01014	<$>55763</>	None	None	None	None	None	None	None	<$>47355</>	None	None	None	None	None	None	None	btl_reb01	None	None	None	None	None	None	None	C1_REB_JACK	None	None	None	None	None	None	None	6	1	1	1	1	1	1	1	<$>53516</>	None	None	None	None	None	None	None	<$>117541</>	btl_reb01	C1_REB_JACK	<$>125409</>	1	Scout	None	None	None	None	None	None	None	None
1501	Quest_01501	None	<$>53562</>	None	None	None	None	None	None	<$>47355</>	<$>148183</>	None	None	None	None	None	None	reb_basic	reb_basic	None	None	None	None	None	None	chr_andre	chr_andre	None	None	None	None	None	None	6	6	1	1	1	1	1	1	<$>53516</>	<$>27187</>	None	None	None	None	None	None	<$>53560</>	reb_basic	chr_andre	<$>13684</>	2	Scout	btl_reb01 - -	None	None	None	None	None	None	None
1502	Quest_01502	<$>53565</>	<$>53566</>	None	None	None	None	None	None	<$>53564</>	<$>148183</>	None	None	None	None	None	None	reb_basic	reb_basic	None	None	None	None	None	None	chr_panfilo	chr_andre	None	None	None	None	None	None	20	20	1	1	1	1	1	1	<$>53516</>	<$>53516</>	None	None	None	None	None	None	<$>53563</>	reb_basic	chr_andre	<$>13685</>	2	Scout	None	None	None	None	None	None	None	None
1503	Quest_01503	<$>53568</>	<$>53562</>	None	None	None	None	None	None	<$>148183</>	<$>148183</>	None	None	None	None	None	None	reb_basic	reb_basic	None	None	None	None	None	None	chr_andre	chr_andre	None	None	None	None	None	None	20	20	1	1	1	1	1	1	<$>53516</>	<$>53516</>	None	None	None	None	None	None	<$>53567</>	reb_basic	chr_andre	<$>97251</>	2	Scout	None	None	None	None	None	None	None	None
